day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;528300;AMETHYSTS;9995;27;;;;;9998;1;10005;27;;;9996.5;5006.0
1;528400;STARFRUIT;5007;29;;;;;5014;30;;;;;5010.5;1058.83203125
1;528400;AMETHYSTS;9998;5;9996;1;9995;29;10004;1;10005;29;;;10001.0;5012.0
1;528500;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;5012.0
1;528500;STARFRUIT;5013;1;5008;30;;;5015;30;;;;;5014.0;1063.59765625
1;528600;STARFRUIT;5014;1;5009;1;5008;24;5015;25;;;;;5014.5;1076.5546875
1;528600;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;5012.0
1;528700;STARFRUIT;5008;29;;;;;5015;29;;;;;5011.5;1078.109375
1;528700;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;5012.0
1;528800;STARFRUIT;5008;23;;;;;5013;2;5015;23;;;5010.5;1072.59375
1;528800;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;5012.0
1;528900;AMETHYSTS;9996;2;9995;22;;;10002;9;10004;2;10005;22;9999.0;5012.0
1;528900;STARFRUIT;5009;4;5008;24;;;5014;2;5015;22;;;5011.5;1066.765625
1;529000;STARFRUIT;5008;31;;;;;5015;31;;;;;5011.5;1069.5625
1;529000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;5012.0
1;529100;STARFRUIT;5011;5;5008;30;;;5015;30;;;;;5013.0;1073.71875
1;529100;AMETHYSTS;10000;5;9998;9;9996;1;10004;1;10005;29;;;10002.0;5012.0
1;529200;STARFRUIT;5009;23;;;;;5015;2;5016;21;;;5012.0;1087.1484375
1;529200;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;5012.0
1;529300;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;5012.0
1;529300;STARFRUIT;5008;27;;;;;5015;27;;;;;5011.5;1076.359375
1;529400;STARFRUIT;5008;4;5007;26;;;5014;26;;;;;5011.0;1059.53125
1;529400;AMETHYSTS;9995;26;;;;;10002;10;10005;26;;;9998.5;5012.0
1;529500;STARFRUIT;5013;4;5009;5;5008;25;5015;25;;;;;5014.0;1076.3203125
1;529500;AMETHYSTS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;5012.0
1;529600;AMETHYSTS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;5019.0
1;529600;STARFRUIT;5008;28;;;;;5014;2;5015;26;;;5011.0;1074.703125
1;529700;STARFRUIT;5008;1;5007;21;;;5014;21;;;;;5011.0;1065.578125
1;529700;AMETHYSTS;10002;1;9998;9;9996;1;10004;1;10005;20;;;10003.0;5019.0
1;529800;STARFRUIT;5008;2;5007;23;;;5010;3;5014;25;;;5009.0;1070.03125
1;529800;AMETHYSTS;9996;2;9995;23;;;10000;3;10004;2;10005;23;9998.0;5021.0
1;529900;STARFRUIT;5008;26;;;;;5015;26;;;;;5011.5;1076.4375
1;529900;AMETHYSTS;9998;8;9995;26;;;10005;26;;;;;10001.5;5021.0
1;530000;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;5021.0
1;530000;STARFRUIT;5009;1;5008;21;;;5015;21;;;;;5012.0;1087.0234375
1;530100;STARFRUIT;5009;1;5008;20;;;5015;21;;;;;5012.0;1088.6640625
1;530100;AMETHYSTS;9996;1;9995;20;;;9998;7;10004;1;10005;20;9997.0;5021.0
1;530200;STARFRUIT;5009;6;5008;28;;;5015;28;;;;;5012.0;1091.7109375
1;530200;AMETHYSTS;9995;28;;;;;10002;9;10005;28;;;9998.5;5035.0
1;530300;STARFRUIT;5009;4;5008;27;;;5015;29;;;;;5012.0;1091.5078125
1;530300;AMETHYSTS;9996;2;9995;27;;;10002;5;10004;2;10005;27;9999.0;5035.0
1;530400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;5035.0
1;530400;STARFRUIT;5008;22;;;;;5009;9;5015;22;;;5008.5;1090.46875
1;530500;STARFRUIT;5009;32;;;;;5014;3;5015;2;5016;30;5011.5;1096.453125
1;530500;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;5035.0
1;530600;STARFRUIT;5014;1;5009;24;;;5016;24;;;;;5015.0;1097.875
1;530600;AMETHYSTS;9995;24;;;;;10002;10;10005;24;;;9998.5;5035.0
1;530700;STARFRUIT;5010;2;5009;30;;;5016;32;;;;;5013.0;1110.2421875
1;530700;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;5035.0
1;530800;AMETHYSTS;9998;2;9996;2;9995;28;10004;2;10005;28;;;10001.0;5035.0
1;530800;STARFRUIT;5010;30;;;;;5015;4;5016;2;5017;28;5012.5;1098.1171875
1;530900;STARFRUIT;5009;26;;;;;5017;26;;;;;5013.0;1097.0
1;530900;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5035.0
1;531000;STARFRUIT;5014;2;5010;23;;;5016;2;5017;21;;;5015.0;1097.0
1;531000;AMETHYSTS;10002;12;9996;2;9995;21;10004;2;10005;21;;;10003.0;5035.0
1;531100;STARFRUIT;5010;26;;;;;5016;2;5017;24;;;5013.0;1097.0
1;531100;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;5059.0
1;531200;AMETHYSTS;9998;7;9995;29;;;10005;29;;;;;10001.5;5059.0
1;531200;STARFRUIT;5011;3;5010;29;;;5017;29;;;;;5014.0;1097.0
1;531300;STARFRUIT;5010;24;;;;;5017;24;;;;;5013.5;1097.0
1;531300;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;5059.0
1;531400;STARFRUIT;5015;1;5010;24;;;5017;24;;;;;5016.0;1097.0
1;531400;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;5059.0
1;531500;STARFRUIT;5010;28;;;;;5017;28;;;;;5013.5;1097.0
1;531500;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;5059.0
1;531600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;5059.0
1;531600;STARFRUIT;5010;23;;;;;5016;1;5017;22;;;5013.0;1097.0
1;531700;STARFRUIT;5009;27;;;;;5014;8;5016;27;;;5011.5;1097.0
1;531700;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;5059.0
1;531800;AMETHYSTS;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;5059.0
1;531800;STARFRUIT;5009;29;;;;;5014;7;5016;29;;;5011.5;1097.0
1;531900;AMETHYSTS;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;5059.0
1;531900;STARFRUIT;5014;1;5009;30;;;5016;30;;;;;5015.0;1097.0
1;532000;AMETHYSTS;9998;7;9996;1;9995;30;10004;1;10005;30;;;10001.0;5065.0
1;532000;STARFRUIT;5008;30;;;;;5010;2;5013;4;5015;31;5009.0;1097.0
1;532100;STARFRUIT;5008;31;;;;;5013;4;5015;31;;;5010.5;1100.2685546875
1;532100;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;5065.0
1;532200;AMETHYSTS;9996;2;9995;30;;;10002;7;10004;2;10005;30;9999.0;5065.0
1;532200;STARFRUIT;5009;1;5008;32;;;5015;32;;;;;5012.0;1100.0634765625
1;532300;AMETHYSTS;9996;1;9995;27;;;9998;4;10004;1;10005;27;9997.0;5065.0
1;532300;STARFRUIT;5009;6;5008;27;;;5015;28;;;;;5012.0;1100.73046875
1;532400;AMETHYSTS;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;5073.0
1;532400;STARFRUIT;5008;27;;;;;5015;27;;;;;5011.5;1100.2900390625
1;532500;STARFRUIT;5008;21;;;;;5015;21;;;;;5011.5;1095.5
1;532500;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;5073.0
1;532600;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;5073.0
1;532600;STARFRUIT;5008;22;;;;;5015;22;;;;;5011.5;1100.046875
1;532700;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;5074.0
1;532700;STARFRUIT;5009;28;;;;;5016;28;;;;;5012.5;1106.5
1;532800;AMETHYSTS;10000;3;9996;1;9995;20;10002;3;10004;1;10005;20;10001.0;5074.0
1;532800;STARFRUIT;5014;7;5012;3;5009;21;5015;1;5016;20;;;5014.5;1102.6171875
1;532900;STARFRUIT;5009;25;;;;;5015;2;5016;23;;;5012.0;1116.3984375
1;532900;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;5074.0
1;533000;AMETHYSTS;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;5074.0
1;533000;STARFRUIT;5009;22;;;;;5016;22;;;;;5012.5;1119.046875
1;533100;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;5074.0
1;533100;STARFRUIT;5009;30;;;;;5014;7;5015;1;5016;29;5011.5;1116.98046875
1;533200;AMETHYSTS;9998;2;9995;29;;;10005;29;;;;;10001.5;5074.0
1;533200;STARFRUIT;5014;1;5008;29;;;5015;29;;;;;5014.5;1113.3671875
1;533300;STARFRUIT;5009;24;;;;;5015;1;5016;23;;;5012.0;1117.203125
1;533300;AMETHYSTS;9998;5;9996;1;9995;23;10004;1;10005;23;;;10001.0;5074.0
1;533400;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;5074.0
1;533400;STARFRUIT;5009;24;;;;;5014;1;5015;1;5016;24;5011.5;1119.5234375
1;533500;AMETHYSTS;10002;15;9996;1;9995;24;10004;1;10005;24;;;10003.0;5074.0
1;533500;STARFRUIT;5009;25;;;;;5014;6;5016;25;;;5011.5;1125.13671875
1;533600;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;5090.0
1;533600;STARFRUIT;5009;23;;;;;5016;23;;;;;5012.5;1122.8203125
1;533700;STARFRUIT;5010;25;;;;;5017;25;;;;;5013.5;1117.0
1;533700;AMETHYSTS;9998;10;9995;25;;;10005;25;;;;;10001.5;5090.0
1;533800;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;5090.0
1;533800;STARFRUIT;5011;3;5010;21;;;5017;21;;;;;5014.0;1117.0
1;533900;AMETHYSTS;9998;6;9996;2;9995;30;10004;2;10005;30;;;10001.0;5090.0
1;533900;STARFRUIT;5010;32;;;;;5016;2;5017;30;;;5013.0;1117.0
1;534000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;5090.0
1;534000;STARFRUIT;5010;22;;;;;5017;22;;;;;5013.5;1117.0
1;534100;STARFRUIT;5015;1;5010;29;;;5017;29;;;;;5016.0;1117.0
1;534100;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;5090.0
1;534200;STARFRUIT;5010;30;;;;;5017;30;;;;;5013.5;1117.0
1;534200;AMETHYSTS;9995;30;;;;;9998;4;10005;30;;;9996.5;5090.0
1;534300;AMETHYSTS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;5098.0
1;534300;STARFRUIT;5012;2;5011;28;;;5017;1;5018;27;;;5014.5;1117.0
1;534400;STARFRUIT;5011;31;;;;;5017;1;5018;30;;;5014.0;1117.0
1;534400;AMETHYSTS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;5098.0
1;534500;STARFRUIT;5011;1;5010;30;;;5017;31;;;;;5014.0;1117.0
1;534500;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;5098.0
1;534600;STARFRUIT;5013;3;5010;28;;;5015;6;5017;28;;;5014.0;1117.0
1;534600;AMETHYSTS;10000;3;9995;28;;;10005;28;;;;;10002.5;5098.0
1;534700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5098.0
1;534700;STARFRUIT;5010;26;;;;;5015;3;5017;26;;;5012.5;1117.0
1;534800;STARFRUIT;5010;27;;;;;5017;27;;;;;5013.5;1117.0
1;534800;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;5098.0
1;534900;STARFRUIT;5011;2;5010;23;;;5017;23;;;;;5014.0;1117.0
1;534900;AMETHYSTS;9995;23;;;;;9998;1;10002;6;10005;23;9996.5;5098.0
1;535000;STARFRUIT;5010;22;;;;;5015;5;5017;22;;;5012.5;1117.0
1;535000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;5100.0
1;535100;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;5100.0
1;535100;STARFRUIT;5011;1;5010;27;;;5017;1;5018;27;;;5014.0;1117.0
1;535200;STARFRUIT;5011;1;5010;23;;;5015;1;5017;24;;;5013.0;1117.0
1;535200;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;5100.0
1;535300;STARFRUIT;5011;8;5010;23;;;5017;25;;;;;5014.0;1117.0
1;535300;AMETHYSTS;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;5100.0
1;535400;STARFRUIT;5011;4;5010;21;;;5017;23;;;;;5014.0;1118.955078125
1;535400;AMETHYSTS;9998;2;9996;2;9995;21;10004;2;10005;21;;;10001.0;5102.0
1;535500;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;5102.0
1;535500;STARFRUIT;5011;30;;;;;5017;1;5018;29;;;5014.0;1119.158203125
1;535600;STARFRUIT;5011;2;5010;30;;;5015;1;5017;32;;;5013.0;1119.0
1;535600;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;5102.0
1;535700;STARFRUIT;5011;25;;;;;5018;25;;;;;5014.5;1119.0
1;535700;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;5102.0
1;535800;STARFRUIT;5011;29;;;;;5018;29;;;;;5014.5;1119.0
1;535800;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;5102.0
1;535900;AMETHYSTS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;5102.0
1;535900;STARFRUIT;5010;31;;;;;5015;3;5017;31;;;5012.5;1119.0
1;536000;STARFRUIT;5010;2;5009;24;;;5014;2;5016;26;;;5012.0;1119.0
1;536000;AMETHYSTS;10002;9;9996;2;9995;24;10004;2;10005;24;;;10003.0;5102.0
1;536100;STARFRUIT;5010;1;5009;24;;;5016;24;;;;;5013.0;1119.0
1;536100;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;5116.0
1;536200;STARFRUIT;5014;1;5010;4;5009;27;5016;27;;;;;5015.0;1119.0
1;536200;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;5116.0
1;536300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;5116.0
1;536300;STARFRUIT;5009;22;;;;;5016;22;;;;;5012.5;1105.984375
1;536400;STARFRUIT;5009;30;;;;;5016;30;;;;;5012.5;1111.5703125
1;536400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;5116.0
1;536500;STARFRUIT;5009;2;5008;29;;;5013;3;5015;31;;;5011.0;1097.203125
1;536500;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;5116.0
1;536600;STARFRUIT;5008;27;;;;;5015;27;;;;;5011.5;1086.6484375
1;536600;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;5116.0
1;536700;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;5116.0
1;536700;STARFRUIT;5009;6;5008;22;;;5015;23;;;;;5012.0;1095.9140625
1;536800;STARFRUIT;5009;9;5008;22;;;5015;24;;;;;5012.0;1094.4296875
1;536800;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;5116.0
1;536900;STARFRUIT;5008;25;;;;;5014;1;5015;24;;;5011.0;1081.5625
1;536900;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;5118.0
1;537000;STARFRUIT;5008;1;5007;27;;;5014;28;;;;;5011.0;1075.453125
1;537000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;5118.0
1;537100;AMETHYSTS;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;5118.0
1;537100;STARFRUIT;5008;1;5007;27;;;5012;6;5014;28;;;5010.0;1074.3046875
1;537200;STARFRUIT;5007;28;;;;;5014;28;;;;;5010.5;1069.734375
1;537200;AMETHYSTS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;5118.0
1;537300;STARFRUIT;5008;4;5007;31;;;5013;1;5014;30;;;5010.5;1059.9375
1;537300;AMETHYSTS;9996;1;9995;30;;;9998;2;10004;1;10005;30;9997.0;5120.0
1;537400;STARFRUIT;5006;25;;;;;5013;25;;;;;5009.5;1041.59375
1;537400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;5127.0
1;537500;AMETHYSTS;10002;1;9998;3;9995;24;10005;24;;;;;10003.5;5127.0
1;537500;STARFRUIT;5006;24;;;;;5013;24;;;;;5009.5;1043.7578125
1;537600;STARFRUIT;5012;1;5006;29;;;5013;29;;;;;5012.5;1062.21875
1;537600;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;5131.0
1;537700;STARFRUIT;5007;2;5006;25;;;5013;27;;;;;5010.0;1064.78125
1;537700;AMETHYSTS;9996;2;9995;25;;;9998;9;10004;2;10005;25;9997.0;5131.0
1;537800;STARFRUIT;5007;3;5006;31;;;5013;31;;;;;5010.0;1059.03125
1;537800;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;5149.0
1;537900;AMETHYSTS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;5149.0
1;537900;STARFRUIT;5006;27;;;;;5013;28;;;;;5009.5;1053.7109375
1;538000;STARFRUIT;5008;6;5007;26;;;5014;26;;;;;5011.0;1075.796875
1;538000;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;5151.0
1;538100;STARFRUIT;5006;27;;;;;5011;4;5013;28;;;5008.5;1063.28125
1;538100;AMETHYSTS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;5151.0
1;538200;STARFRUIT;5006;23;;;;;5011;7;5013;23;;;5008.5;1058.296875
1;538200;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;5153.0
1;538300;AMETHYSTS;9995;30;;;;;10002;8;10005;30;;;9998.5;5153.0
1;538300;STARFRUIT;5012;1;5006;30;;;5013;30;;;;;5012.5;1059.6640625
1;538400;STARFRUIT;5006;26;;;;;5011;1;5013;26;;;5008.5;1056.3828125
1;538400;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5153.0
1;538500;STARFRUIT;5006;29;;;;;5007;7;5012;1;5013;28;5006.5;1054.3984375
1;538500;AMETHYSTS;9998;6;9996;1;9995;28;10004;1;10005;28;;;10001.0;5153.0
1;538600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5153.0
1;538600;STARFRUIT;5005;26;;;;;5012;26;;;;;5008.5;1034.78125
1;538700;STARFRUIT;5005;22;;;;;5011;2;5012;21;;;5008.0;1035.578125
1;538700;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;5153.0
1;538800;STARFRUIT;5004;28;;;;;5011;29;;;;;5007.5;1029.953125
1;538800;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;5153.0
1;538900;STARFRUIT;5011;1;5006;2;5005;28;5012;30;;;;;5011.5;1049.2734375
1;538900;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;5153.0
1;539000;AMETHYSTS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;5153.0
1;539000;STARFRUIT;5005;29;;;;;5012;29;;;;;5008.5;1043.859375
1;539100;STARFRUIT;5006;1;5005;22;;;5012;23;;;;;5009.0;1051.25
1;539100;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;5153.0
1;539200;STARFRUIT;5005;1;5004;30;;;5011;31;;;;;5008.0;1032.8828125
1;539200;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;5153.0
1;539300;STARFRUIT;5005;2;5004;23;;;5011;23;;;;;5008.0;1029.1328125
1;539300;AMETHYSTS;9996;2;9995;21;;;10002;7;10004;2;10005;21;9999.0;5153.0
1;539400;AMETHYSTS;10002;1;9998;9;9996;2;10004;2;10005;26;;;10003.0;5155.0
1;539400;STARFRUIT;5004;28;;;;;5010;2;5011;26;;;5007.0;1022.296875
1;539500;STARFRUIT;5003;29;;;;;5010;29;;;;;5006.5;1013.84375
1;539500;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;5159.0
1;539600;STARFRUIT;5003;5;5002;23;;;5009;23;;;;;5006.0;996.5078125
1;539600;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;5159.0
1;539700;STARFRUIT;5008;1;5002;32;;;5009;32;;;;;5008.5;995.03125
1;539700;AMETHYSTS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;5159.0
1;539800;AMETHYSTS;9998;10;9996;1;9995;30;10004;1;10005;30;;;10001.0;5162.0
1;539800;STARFRUIT;5002;31;;;;;5007;1;5009;31;;;5004.5;986.453125
1;539900;STARFRUIT;5002;1;5001;24;;;5008;24;;;;;5005.0;969.640625
1;539900;AMETHYSTS;9998;8;9996;1;9995;23;10004;1;10005;23;;;10001.0;5162.0
1;540000;STARFRUIT;5001;27;;;;;5008;27;;;;;5004.5;970.8125
1;540000;AMETHYSTS;9998;8;9995;27;;;10005;27;;;;;10001.5;5162.0
1;540100;STARFRUIT;5001;26;;;;;5006;2;5008;26;;;5003.5;969.109375
1;540100;AMETHYSTS;9998;3;9996;1;9995;25;10004;1;10005;25;;;10001.0;5162.0
1;540200;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;5162.0
1;540200;STARFRUIT;5001;2;5000;22;;;5007;24;;;;;5004.0;960.546875
1;540300;STARFRUIT;5002;4;5001;27;;;5008;27;;;;;5005.0;965.3046875
1;540300;AMETHYSTS;9995;27;;;;;9998;1;10005;27;;;9996.5;5162.0
1;540400;STARFRUIT;5001;32;;;;;5008;32;;;;;5004.5;968.578125
1;540400;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;5164.0
1;540500;STARFRUIT;5001;30;;;;;5002;4;5007;1;5008;29;5001.5;963.703125
1;540500;AMETHYSTS;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;5164.0
1;540600;AMETHYSTS;10002;1;9998;10;9996;1;10004;1;10005;30;;;10003.0;5170.0
1;540600;STARFRUIT;5000;31;;;;;5007;31;;;;;5003.5;954.6015625
1;540700;STARFRUIT;5005;2;5001;26;;;5006;7;5008;26;;;5005.5;962.0625
1;540700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5172.0
1;540800;AMETHYSTS;9995;26;;;;;9998;1;10005;26;;;9996.5;5172.0
1;540800;STARFRUIT;5001;26;;;;;5008;26;;;;;5004.5;961.7734375
1;540900;AMETHYSTS;9995;29;;;;;9998;1;10005;29;;;9996.5;5174.0
1;540900;STARFRUIT;5001;29;;;;;5008;29;;;;;5004.5;965.1875
1;541000;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;5176.0
1;541000;STARFRUIT;5001;24;;;;;5008;24;;;;;5004.5;970.8828125
1;541100;STARFRUIT;5002;2;5001;29;;;5008;29;;;;;5005.0;971.5625
1;541100;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;5176.0
1;541200;AMETHYSTS;9995;29;;;;;10002;5;10005;29;;;9998.5;5176.0
1;541200;STARFRUIT;5002;29;;;;;5007;7;5009;29;;;5004.5;983.234375
1;541300;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;5176.0
1;541300;STARFRUIT;5001;21;;;;;5008;21;;;;;5004.5;976.5078125
1;541400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;5176.0
1;541400;STARFRUIT;5001;22;;;;;5008;22;;;;;5004.5;961.0
1;541500;STARFRUIT;5002;3;5001;20;;;5008;21;;;;;5005.0;961.0
1;541500;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;5176.0
1;541600;AMETHYSTS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;5176.0
1;541600;STARFRUIT;5001;31;;;;;5008;31;;;;;5004.5;961.0
1;541700;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;5178.0
1;541700;STARFRUIT;5001;22;;;;;5008;22;;;;;5004.5;961.0
1;541800;AMETHYSTS;9995;23;;;;;9998;1;10005;23;;;9996.5;5178.0
1;541800;STARFRUIT;5002;23;;;;;5009;23;;;;;5005.5;961.0
1;541900;STARFRUIT;5007;1;5001;27;;;5008;27;;;;;5007.5;961.0
1;541900;AMETHYSTS;9995;27;;;;;9998;1;10005;27;;;9996.5;5180.0
1;542000;AMETHYSTS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;5182.0
1;542000;STARFRUIT;5002;31;;;;;5008;2;5009;29;;;5005.0;961.0
1;542100;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;5182.0
1;542100;STARFRUIT;5002;28;;;;;5009;29;;;;;5005.5;961.0
1;542200;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;5183.0
1;542200;STARFRUIT;5002;25;;;;;5009;25;;;;;5005.5;961.0
1;542300;STARFRUIT;5002;24;;;;;5007;7;5009;24;;;5004.5;961.0
1;542300;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;5183.0
1;542400;AMETHYSTS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;5183.0
1;542400;STARFRUIT;5003;30;;;;;5010;30;;;;;5006.5;961.0
1;542500;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;5190.0
1;542500;STARFRUIT;5004;1;5003;23;;;5010;24;;;;;5007.0;961.0
1;542600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;5190.0
1;542600;STARFRUIT;5009;10;5004;24;;;5010;1;5011;23;;;5009.5;961.0
1;542700;STARFRUIT;5004;26;;;;;5011;26;;;;;5007.5;961.0
1;542700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;5190.0
1;542800;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;5190.0
1;542800;STARFRUIT;5004;5;5003;22;;;5010;24;;;;;5007.0;961.0
1;542900;AMETHYSTS;10002;7;9998;3;9996;1;10004;1;10005;28;;;10003.0;5190.0
1;542900;STARFRUIT;5004;1;5003;29;;;5010;29;;;;;5007.0;961.0
1;543000;STARFRUIT;5002;20;;;;;5009;20;;;;;5005.5;961.0
1;543000;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;5204.0
1;543100;STARFRUIT;5003;29;;;;;5004;8;5009;2;5010;27;5003.5;961.0
1;543100;AMETHYSTS;9998;9;9996;2;9995;27;10004;2;10005;27;;;10001.0;5204.0
1;543200;STARFRUIT;5002;29;;;;;5009;29;;;;;5005.5;973.0234375
1;543200;AMETHYSTS;10002;7;9995;29;;;10005;29;;;;;10003.5;5204.0
1;543300;AMETHYSTS;9995;23;;;;;9998;1;10005;23;;;9996.5;5212.0
1;543300;STARFRUIT;5002;22;;;;;5009;23;;;;;5005.5;971.05078125
1;543400;STARFRUIT;5002;9;5001;27;;;5008;29;;;;;5005.0;966.734375
